"","Species3","GhAhSkew","ThChSkew","ability_to_fly","ability_to_dive","Mutation_AG_midori","Mutation_CT_midori","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"72","Arborophila rufogularis","0.435631173644747","0.854299159700013",NA,NA,NA,NA,"Phasianidae","Galliformes",5,2,3,0,4,22.2,8.2,4.8,6.4,37.1,135,34.1,100.2,25.5,49,344.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",11.21,31.35,23.19,96.06,1245539.71,"Extant"
"73","Archilochus colubris","0.43482746294635","0.795088775510704","0","0",NA,NA,"Trochilidae","Apodiformes",11,4,6,1,4,20.7,15.1,1.8,1.9,3.4,40.7,27.6,14.7,65,24.3,3.1,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Omnivore","Nectarivore","Generalist",25.86,54.77,41.87,-87.72,4936988.47,"Extant"
"74","Ardea cinerea","0.472168949572978","0.837628019411415","0","waterbird",NA,NA,"Ardeidae","Pelecaniformes",13,6,7,0,4,138.9,95.5,18.7,25.4,137.9,441,152.7,287.9,34.6,169.1,1443,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-34.84,70.43,27.14,60.83,46421646.29,"Extant"
"75","Ardea insignis","0.422717844434669","0.859247643336952","0","waterbird",NA,NA,"Ardeidae","Pelecaniformes",5,0,1,4,4,160.4,129.2,18.5,28.4,178.5,538.6,195,342,36.3,194,2024,"Inferred",NA,"YES","Body Mass","Ardea sumatrana","Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",25.8,28.34,27.28,93.73,62911.44,"Extant"
"76","Ardea purpurea","0.455781289726698","0.816557165228806","0","waterbird",NA,NA,"Ardeidae","Pelecaniformes",9,4,5,0,4,125.9,102.5,13.6,19.6,117.5,349.7,118.2,230.8,33.9,113.2,1064.5,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",-34.84,53.18,14.68,50.93,34922824.77,"Extant"
"77","Ardeola bacchus","0.533301340570534","0.926648765902922","0","waterbird",NA,NA,"Ardeidae","Pelecaniformes",5,2,3,0,4,72.9,52.4,9.2,12.2,56.2,213,56.6,153.4,26.8,73.4,304.9,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",17.81,46.6,33.13,113.88,5458763.13,"Extant"
"78","Ardeotis kori","0.430277103935393","0.853429623747187","0","0",NA,NA,"Otididae","Otidiformes",5,2,3,0,4,112.3,62.6,21,21.1,210.2,709.8,274.2,411,40.1,353.3,7994.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Omnivore","Terrestrial",-32.58,10.77,-16.22,26.32,3565934.25,"Extant"
"79","Arenaria interpres","0.371495274842313","0.813531196827937","0","0",NA,NA,"Scolopacidae","Charadriiformes",10,5,5,0,4,25.4,15.7,3.9,5.5,25.5,148.8,83.4,66.4,55.6,61,136,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",55.99,83.11,72.47,-51.71,2619753.6,"Extant"
"80","Arremon aurantiirostris","0.521017482633014","0.841604586101921","0","0","0.256634","0.166429","Emberizidae","Passeriformes",33,6,22,5,9,16,10.9,6.6,8.5,25.5,72.7,8.3,65.1,11.3,66.4,34.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-9.41,18.08,6.04,-81.21,693974.17,"Extant"
"81","Artamus cinereus","0.40334113693972","0.826565634125422","0","0","0.20156","0.20876","Artamidae","Passeriformes",17,5,12,0,4,21,13.4,6,7,22.3,119.9,45.7,75.5,37.7,67.7,35.6,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Aerial",-37.08,-7.05,-24.9,133.79,7423572.8,"Extant"
"82","Asio flammeus","0.424099244562268","0.881321688732023","0","0",NA,NA,"Strigidae","Strigiformes",5,2,2,1,4,27.3,13.7,9,13,42.5,297.2,141,156.2,47.5,146.5,322.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",-55.05,74.25,49.62,11.33,39874062.36,"Extant"
"83","Asio otus","0.580742343407681","0.792857177003873","0","0",NA,NA,"Strigidae","Strigiformes",11,9,2,0,6,28.3,14.9,8.8,12.5,40.1,280.7,115.5,165.2,41.2,137,296.6,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Carnivore","Vertivore","Aerial",27.64,70.53,50.73,26.52,27618929.92,"Extant"
"84","Atlantisia rogersi","0.350512382130772","0.867884553470117","Gruiformes","0",NA,NA,"Rallidae","Gruiformes",4,2,2,0,4,21.2,12.7,2.6,4.2,22.5,54.2,0.1,54.1,0.2,28.5,39.3,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Omnivore","Omnivore","Terrestrial",-37.33,-37.28,-37.3,-12.68,16.43,"Extant"
"85","Atrichornis clamosus","0.300667310168694","0.759410888106484","0","0",NA,NA,"Atrichornithidae","Passeriformes",3,0,0,3,2,19.8,8.2,3.1,5,25.7,74.3,4.4,68.6,6,104.3,42.1,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Terrestrial",-35.02,-33.03,-34.31,117.48,163.91,"Extant"
"86","Aythya americana","0.633400332609192","0.653957738887337","0","Anseriformes",NA,NA,"Anatidae","Anseriformes",5,2,3,0,4,49.7,33,18.8,14.6,35.7,218.6,104.6,122.4,46,56,1075.7,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Herbivore","Herbivore aquatic","Aquatic",18.51,67.18,48.31,-111.33,5111761.27,"Extant"
"87","Aythya baeri","0.633335203318345","0.723211915522656","0","Anseriformes",NA,NA,"Anatidae","Anseriformes",5,2,3,0,4,44.7,31,20.8,14.1,31.7,201.8,97.6,102.2,48.8,58.2,681.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Omnivore","Herbivore aquatic","Aquatic",42.21,59.15,49.45,125.01,2258041.25,"Extant"
"88","Aythya ferina","0.63990744582136","0.67099340621662","0","Anseriformes",NA,NA,"Anatidae","Anseriformes",9,4,5,0,4,50.5,30.5,17.9,13.7,35,208.6,104.4,104.2,50.1,53.7,823,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Herbivore aquatic","Aquatic",33.87,66.67,53.5,67.94,16611109.18,"Extant"
"89","Aythya fuligula","0.645312047725","0.675567176315239","0","Anseriformes",NA,NA,"Anatidae","Anseriformes",16,8,8,0,4,43.9,27.6,19.5,13.2,31.3,196.9,99,98.6,50.1,53.4,701.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Omnivore","Herbivore aquatic","Aquatic",39.92,71.46,57.84,83.37,20377977.97,"Extant"
"90","Balearica pavonina","0.521487075919677","0.841413298638476","0","0",NA,NA,"Gruidae","Gruiformes",5,1,2,2,4,65.4,35.2,14.5,17.6,201,543.4,195.5,353.2,35.6,258.2,3590,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Omnivore","Omnivore","Terrestrial",3.55,17.06,10.72,23.81,2976931.85,"Extant"
"91","Balearica regulorum","0.488642663316037","0.843886108487457","0","0",NA,NA,"Gruidae","Gruiformes",8,1,6,1,4,66.2,36,16.1,18.9,223,569,214.2,352.2,38,243,3772,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Omnivore","Omnivore","Terrestrial",-33.78,2.3,-12.26,30.01,3528882.19,"Extant"
"92","Bambusicola fytchii","0.502908871664065","0.794010161511619",NA,NA,NA,NA,"Phasianidae","Galliformes",5,2,3,0,4,21.6,9.9,7,7.5,45.2,142.8,26,115,18.5,100.8,313.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",17.7,27.85,22.96,97.93,550319.01,"Extant"
"93","Bambusicola thoracicus","0.477047845345625","0.887284217479367",NA,NA,"0.221426","0.370399","Phasianidae","Galliformes",9,4,5,0,8,21.4,9.9,6.5,6.9,37.8,128.9,28.3,100.3,22,86,264.8,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",21.9,33.13,28.37,112.71,1316291.8,"Extant"
"94","Bombycilla garrulus","0.257303583115566","0.867438300908863","0","0",NA,NA,"Bombycillidae","Passeriformes",13,6,7,0,4,15.5,7.6,5.1,6,20.7,116.2,43.9,72.3,37.8,65.8,54.4,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Herbivore","Omnivore","Insessorial",47.49,70.45,61.26,25.88,12792145,"Extant"
"95","Botaurus stellaris","0.54331571294453","0.902070418957617","0","waterbird",NA,NA,"Ardeidae","Pelecaniformes",10,4,4,2,4,77.3,54.9,11,16.1,94.3,323.8,101.2,223.8,31.2,98.3,1319.5,"Dunning",NA,"NO",NA,NA,"Wetland",1,2,"Carnivore","Aquatic predator","Terrestrial",-31.12,64.85,50.39,77.93,18110303.08,"Extant"
"96","Brachypteracias leptosomus","0.578472460127715","0.864388802120635","0","0",NA,NA,"Brachypteraciidae","Coraciiformes",5,2,2,1,4,41.8,27,13.2,14.8,33.7,137.6,27,109.5,19.8,127.4,185,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-25.03,-13.12,-17.88,48.72,39070.42,"Extant"
"97","Branta canadensis","0.544517887459751","0.70644408276779","0","Anseriformes",NA,NA,"Anatidae","Anseriformes",10,5,3,2,8,50,28.2,19.9,15.3,73.3,422.9,206.5,210.9,49.4,121.6,2811.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",26.42,73.07,53.3,-104.21,12236810.45,"Extant"
"98","Brotogeris cyanoptera","0.57886376563913","0.883888213867377","0","0","0.0381195","0.378825","Psittacidae","Psittaciformes",9,4,5,0,4,20.3,18,9.8,14,11.3,114.4,41.3,73.7,35.9,58.4,56,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-18.07,6.17,-4.7,-70.91,2567592.63,"Extant"
"99","Bubo bubo","0.650086901107713","0.811756227665635","0","0","0.160902","0.344488","Strigidae","Strigiformes",5,2,2,1,4,50.4,26.6,17.9,26,79.9,438.5,144.8,293.8,33,244.5,2668.5,"Dunning",NA,"NO",NA,NA,"Rock",2,1,"Carnivore","Vertivore","Insessorial",22.18,69.57,49.31,80.8,31974373.19,"Extant"
"100","Bubulcus ibis","0.470972941528926","0.878009260110093","0","0","0.442644","0","Ardeidae","Pelecaniformes",14,7,7,0,10,63.3,43.5,8.6,11.5,76.8,244.4,73,171.2,29.9,90.9,365.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,2,"Carnivore","Omnivore","Terrestrial",-55.98,58.29,5.1,-2.69,62451101.72,"Extant"
"101","Bucco capensis","0.674934970806888","0.882280730103933","0","0",NA,NA,"Bucconidae","Piciformes",6,4,2,0,4,34.5,22,11.3,12.8,17.4,86.7,17.2,68.5,19.9,57,54,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-13.87,8.27,-2.43,-63.5,5454915.04,"Extant"
"102","Buceros bicornis","0.503631969403894","0.812479121762688","0","0",NA,NA,"Bucerotidae","Bucerotiformes",6,2,4,0,4,355.5,271,56.9,64.7,74.5,509.4,133.7,385.8,25.7,421.4,2790.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-5.95,30.08,15.78,98.02,2951578.25,"Extant"
"103","Buphagus erythrorhynchus","0.548825025919216","0.704919148829556","0","0",NA,NA,"Sturnidae","Passeriformes",6,3,3,0,4,19.7,12.2,6.3,7,20.4,118.6,35.8,85.8,29.4,98.3,50.7,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Carnivore","Invertivore","Insessorial",-33.57,17.33,-2.49,36.35,2881050.23,"Extant"
"104","Burhinus bistriatus","0.481586657436539","0.870614122285568","0","0",NA,NA,"Burhinidae","Charadriiformes",4,2,2,0,4,49.8,25.4,10.4,12.2,110.2,241.8,105.7,136.1,43.6,119.5,787,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-0.1,19.93,9.09,-70.7,787421.54,"Extant"
"105","Buteo buteo","0.489718013081145","0.912177084245363","0","0",NA,NA,"Accipitridae","Accipitriformes",29,12,15,2,19,35.6,21.1,12.5,16.6,75.7,374.6,143.8,231.2,38.2,204.1,759.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Vertivore","Insessorial",12.3,67.81,52.89,64.71,16600070.45,"Extant"
"106","Butorides striata","0.347217311157242","0.916658948574413","0","waterbird",NA,NA,"Ardeidae","Pelecaniformes",15,5,6,4,9,70.3,52.5,9.2,11.3,47,173.9,51.1,127,28.7,63.7,201.5,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-41.16,54.29,2.17,24.2,46142630.38,"Extant"
"107","Bycanistes brevis","0.642126381771272","0.825656879747029","0","0",NA,NA,"Bucerotidae","Bucerotiformes",10,5,5,0,4,149.1,112.7,39.2,92.5,52.6,355,87.9,266.5,24.7,293.3,1232.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-20.61,14.99,-2.13,36.53,834397.49,"Extant"
"108","Cacatua moluccensis","0.438824490326587","0.813871971323651","0","0",NA,NA,"Psittacidae","Psittaciformes",4,0,2,2,4,48.6,42,28.9,47.6,28.4,294.2,84.5,209.8,28.7,170.5,835,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",-3.88,-2.78,-3.22,129.4,18195.28,"Extant"
"109","Cacatua pastinator","0.434270483951471","0.805256164331398","0","0",NA,NA,"Psittacidae","Psittaciformes",5,0,1,4,4,44.8,42,19.1,31.7,27.4,299.4,112.5,192.5,36.9,148.4,631.7,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Granivore","Terrestrial",-34.87,-27.85,-30.34,116.67,115082.72,"Extant"
"110","Cairina moschata","0.680739353660447","0.586049991278796","0","Anseriformes",NA,NA,"Anatidae","Anseriformes",9,4,4,1,4,65.9,38.7,22.6,15.7,56.2,345,124,226.8,35.2,160.2,2415.8,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Omnivore","Omnivore","Generalist",-33.4,28.75,-6.9,-60.89,14188216.55,"Extant"
"111","Calandrella cinerea","0.700232878745622","0.852983629641209","0","0","0.486968","0.127131","Alaudidae","Passeriformes",13,5,8,0,12,13.2,8.8,4.4,4.8,19.4,89.2,25.3,63.9,28.4,59.8,23.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Granivore","Terrestrial",-34.84,19.23,-16.08,25.19,6124507.42,"Extant"
"112","Calcarius ornatus","0.516303603698215","0.815287666783402","0","0",NA,NA,"Emberizidae","Passeriformes",6,2,4,0,5,11.6,7.5,4.4,5.2,20,78.6,21,57.9,26.7,56.5,20.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Granivore","Terrestrial",39.91,51.9,47.96,-105.5,799140.65,"Extant"
"113","Calidris ruficollis","0.364675186384246","0.893301443372565","0","waterbird",NA,NA,"Scolopacidae","Charadriiformes",4,2,2,0,4,19,13.7,2.4,3.3,18.8,99.5,54.2,45.2,54.5,43.5,26.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",59.93,77.47,68.66,115.73,971179.99,"Extant"
"114","Calidris tenuirostris","0.354642227219932","0.830269613368909","0","waterbird",NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,45,32.5,4.5,6.2,34.4,175.6,101.2,75.5,57.3,63.8,192,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Aquatic predator","Terrestrial",59.78,70.13,64.67,135.1,1486107.22,"Extant"
"115","Callaeas cinereus","0.535295192460067","0.754526811339642","0","0",NA,NA,"Callaeatidae","Passeriformes",4,0,0,4,4,32.5,15.4,9.9,13.2,66.5,158,18,140,11.3,164.5,225.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-40.89,-35.1,-38.06,175.61,4406.46,"Extant"
"116","Callipepla squamata","0.501788962601634","0.914404022823816",NA,NA,NA,NA,"Odontophoridae","Galliformes",5,2,3,0,4,14,8.2,6,6.9,31.7,116,27.8,87.4,24.2,79.4,183.9,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Herbivore","Omnivore","Terrestrial",20.66,38.94,29.9,-103.66,1414278.24,"Extant"
"117","Calliphlox amethystina","0.460220713946752","0.815915545363806","0","0",NA,NA,"Trochilidae","Apodiformes",9,4,5,0,7,19.3,13.8,1.5,1.7,3.8,34.8,22.5,12,65.2,24.6,2.8,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Nectarivore","Aerial",-32.42,10.93,-9.78,-53.36,7988128.33,"Extant"
"118","Caloenas nicobarica","0.421416069674283","0.771113441338488","0","0",NA,NA,"Columbidae","Columbiformes",5,2,3,0,3,30.7,16.4,5.4,7.7,43.7,259,85.5,174.8,32.8,98.8,537.9,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Herbivore","Omnivore","Terrestrial",-11.85,19.58,-0.34,127.47,475640.94,"Extant"
"119","Caloperdix oculeus","0.403261519963664","0.823235268631463",NA,NA,NA,NA,"Phasianidae","Galliformes",5,2,3,0,4,24.8,10.2,5.2,6.1,39.8,141.6,35.2,104,25.4,58.6,209,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-5.95,15.71,3.48,105.25,534135.67,"Extant"
"120","Calyptorhynchus lathami","0.357738917587589","0.886764504489304","0","0",NA,NA,"Psittacidae","Psittaciformes",5,2,2,1,4,46.3,36.8,29.3,54.1,20.8,346.6,159.2,188.5,45.8,237.6,437,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Insessorial",-37.64,-22.62,-29.86,149.61,769482.67,"Extant"
"121","Campephilus guatemalensis","0.573596913477913","0.728444729946736","0","0",NA,NA,"Picidae","Piciformes",17,8,9,0,5,47.7,35.7,13.2,12.4,35.2,180.8,36.5,137.5,21,107.5,242,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",8.03,28.25,17.23,-92.57,888852.35,"Extant"
"122","Campephilus imperialis","0.607614910798266","0.733057525086417","0","0",NA,NA,"Picidae","Piciformes",4,2,2,0,4,86,67.9,19.5,18.2,47.6,303,112.2,190.8,37,198.2,700,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant"
"123","Campylorhamphus procurvoides","0.266237848570644","0.912976128392233","0","0","0.204497","0.504956","Dendrocolaptidae","Passeriformes",12,2,9,1,4,55.3,50.1,4,5.3,19.4,94.2,17.3,76.3,18.5,86.4,33.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-11.97,8.66,-2.82,-61.35,3820412,"Extant"
"124","Campylorhynchus brunneicapillus","0.745571134762693","0.664932210954579","0","0","0.1450215","0.445165","Troglodytidae","Passeriformes",5,2,3,0,4,26.1,16.4,4,5.7,26.2,83.2,11.3,70.7,13.7,86.4,38.9,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",19.31,38.69,29.03,-105.91,1847263.76,"Extant"
"125","Campylorhynchus zonatus","0.673406471591137","0.631460327105127","0","0",NA,NA,"Troglodytidae","Passeriformes",5,2,3,0,4,24,14.4,3.9,4.6,25.1,78.4,9.7,67.3,12.6,82,34.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-0.91,21.15,13.05,-85.8,552668.86,"Extant"
"126","Caracara cheriway","0.62033676059495","0.808693529739943","0","0",NA,NA,"Falconidae","Falconiformes",6,2,2,2,4,48.3,31.1,14,23,94.8,386,164.8,224.2,42.4,207.3,1078.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Terrestrial",-8.14,32.57,12.42,-79.66,4169053.29,"Extant"
"127","Caracara plancus","0.636632051006183","0.843725786289436","0","0",NA,NA,"Falconidae","Falconiformes",30,11,11,8,7,43.8,29.8,14.8,23.9,79.1,378.7,92.3,284.6,24.4,205.3,1078.6,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Omnivore","Omnivore","Terrestrial",-55.72,-2.37,-24.93,-57.08,9019115.11,"Extant"
"128","Cardinalis cardinalis","0.249159537573733","0.770911641875207","0","0","0.2002345","0.3832","Cardinalidae","Passeriformes",64,24,40,0,8,17.6,14.7,9.3,12.3,24.5,93.5,14.2,77.7,15.5,101.8,42.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Insessorial",15.65,47.34,34.85,-92.41,5834572.06,"Extant"
"129","Carpodacus erythrinus","0.452397686847955","0.790738813441542","0","0","0.190918","0.394318","Fringillidae","Passeriformes",8,3,5,0,4,12,8,6.8,7.9,16.4,80.2,24.7,55.8,30.8,58.6,24,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Herbivore","Granivore","Insessorial",25.19,71.02,54.13,89.33,23264611.24,"Extant"
"130","Carpodacus pulcherrimus","0.437058623462413","0.806239446364134","0","0","0.272348","0.238824","Fringillidae","Passeriformes",9,5,4,0,9,12.3,8.4,6.3,7.4,19,75.5,18.1,57.4,23.8,64.6,19.2,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Herbivore","Granivore","Insessorial",25.57,49.94,34.68,101.75,2405252.55,"Extant"
"131","Carpodacus roseus","0.449202219633001","0.851923772765188","0","0",NA,NA,"Fringillidae","Passeriformes",5,1,4,0,4,12.5,8.9,7,8.4,18.9,88,25.4,61.3,29.4,67.1,28.6,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Herbivore","Granivore","Insessorial",45.15,67.52,58.85,118.64,5619015.79,"Extant"
"132","Carpodacus rubicilloides","0.411235472326976","0.773181950084486","0","0",NA,NA,"Fringillidae","Passeriformes",5,2,3,0,4,17.5,13,9.1,10.5,23.9,105.4,22.4,82.9,21.2,87.4,42,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Granivore","Generalist",27.19,40.09,32.92,95.66,1697733.83,"Extant"
"133","Casuarius casuarius","0.313684432255997","0.817210536629164","Casuariiformes","0",NA,NA,"Casuariidae","Casuariiformes",7,2,3,2,4,104.8,26.5,14.3,20.6,287.2,300.8,0.2,300.6,0.1,402.5,44000,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Terrestrial",-18.93,-0.74,-6.85,140.42,379633.34,"Extant"
"134","Cathartes aura","0.517110580372309","0.780959404128759","0","0",NA,NA,"Cathartidae","Accipitriformes",6,0,2,4,4,51.5,27.6,14.3,17.2,54,508.5,135.6,369,26.9,244,1518.2,"Dunning",NA,"NO",NA,NA,"Human Modified",3,2,"Scavenger","Scavenger","Terrestrial",-55.72,54.31,6.76,-77.26,28126442.74,"Extant"
"135","Catharus fuscescens","0.57206211799954","0.756238744832778","0","0","0.2444175","0.27363495","Turdidae","Passeriformes",13,6,6,1,8,17.6,10,4.4,4.2,29.2,97,27.7,69.4,28.5,69.3,31.9,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Terrestrial",34.7,55.97,47.14,-95.63,3681872.46,"Extant"
"136","Centropus bengalensis","0.214195351845851","0.870039217031656","0","0",NA,NA,"Cuculidae","Cuculiformes",14,1,2,11,4,28.2,15.7,6.6,11,39.3,154.6,29.6,129.6,18.6,185.2,148.9,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Carnivore","Invertivore","Terrestrial",-10.94,33.04,14.75,105.79,6030216.39,"Extant"
"137","Centropus unirufus","0.294398587400369","0.83175627436753","0","0",NA,NA,"Cuculidae","Cuculiformes",4,1,2,1,4,37.3,24.2,9.2,15.1,41.8,167.5,22.4,145.1,13.6,206.3,183.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",12.52,18.65,15.82,121.57,80442.96,"Extant"
"138","Cephalopterus ornatus","0.367709705883819","0.843589871693088","0","0",NA,NA,"Cotingidae","Passeriformes",15,7,6,2,4,57.2,36.8,19.7,18.9,47.2,259.6,40.4,221.6,15.4,160.2,380,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-17.34,7.83,-5.22,-65.01,5506150.67,"Extant"
"139","Certhia brachydactyla","0.387161267797431","0.747730935172342","0","0",NA,NA,"Certhiidae","Passeriformes",17,8,9,0,4,18.7,11.1,2,2.5,14.9,62.1,11,51.2,17.7,57.1,8.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",30.59,56.4,44.73,10.55,3199552.33,"Extant"
"140","Certhia himalayana","0.397736599821596","0.802373584184055","0","0",NA,NA,"Certhiidae","Passeriformes",5,2,3,0,4,20.1,13,2.2,2.6,15.2,68.7,13.7,54.4,20.2,67.8,8.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",21.08,43.34,33.09,89.16,690802.93,"Extant"
"141","Ceryle rudis","0.512274288693389","0.930891209504067","0","Coraciiformes",NA,NA,"Alcedinidae","Coraciiformes",6,3,3,0,4,64.2,50.6,9.1,11.6,11,136.2,47.5,90,34.5,75.7,84.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Insessorial",-34.84,38.95,7.17,44.36,23875911.23,"Extant"
"142","Ceuthmochares aereus","0.333486497162968","0.914285050431518","0","0",NA,NA,"Cuculidae","Cuculiformes",10,5,5,0,8,27.7,19.4,9.8,10.5,28.2,119,17.4,102.6,14.5,188.9,65.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-34.05,13.49,-3.43,21.93,5165917.5,"Extant"
"143","Chaetops frenatus","0.651263948195565","0.795875460417647","0","0",NA,NA,"Turdidae","Passeriformes",3,0,0,3,3,24.2,13,3.7,4.9,34.4,87.3,10.3,77,11.8,91.7,55,"Dunning",NA,"NO",NA,NA,"Rock",3,1,"Carnivore","Invertivore","Terrestrial",-34.84,-31.79,-33.59,20.91,66553.02,"Extant"
"144","Chaetorhynchus papuensis","0.312229267648376","0.801170345316819","0","0",NA,NA,"Dicruridae","Passeriformes",11,3,8,0,4,21.8,10.7,6.4,7.9,20,109,24.2,85.1,22.2,94.5,37.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.7,-0.69,-5.16,141.85,305618.38,"Extant"
"145","Chaetura pelagica","0.61682573401603","0.900505487475005","0","0",NA,NA,"Apodidae","Apodiformes",5,1,3,1,4,6.3,3.5,2.9,2.4,11.6,124.4,86.8,36.6,70.3,43.8,23.6,"Dunning",NA,"NO",NA,NA,"Human Modified",1,3,"Carnivore","Invertivore","Aerial",25.48,53.93,40.95,-88.88,5841319.17,"Extant"
